time_s,peak_V,peak_V_rel,cadence_spm,wear_index
0.1000108586298327,3.099993,-4.999999999810711e-06,,0.9999983870957336
0.5003816687523747,3.099995,-2.9999999999752447e-06,149.90175291857165,0.9999990322574401
0.8998567201666742,3.099998,0.0,150.08722483679495,1.0
1.299829275186151,3.100009,1.100000000020529e-05,150.00595789288144,1.000003548389386
1.699788991243375,3.099995,-2.9999999999752447e-06,150.01136449718587,0.9999990322574401
2.100080879649263,3.099998,0.0,149.9934489583673,1.0
2.500057096815376,3.099998,0.0,150.0040303256448,1.0
2.900112264751584,3.099998,0.0,149.81718112245088,1.0
3.300181690796314,3.099997,-9.999999996956888e-07,150.16619652917902,0.9999996774191469
3.700088429332252,3.099997,-9.999999996956888e-07,149.98077003960267,0.9999996774191469
4.100191043039318,3.100031,3.300000000017178e-05,150.03554707195588,1.0000106451681583
4.499589262799419,3.1,2.000000000279556e-06,149.99953292900184,1.0000006451617067
4.899954466391845,3.099996,-1.9999999998354667e-06,149.98670408962468,0.9999993548382935
5.300012887424343,3.099999,1.000000000139778e-06,150.00362317848413,1.0000003225808534
5.700037344307318,3.100001,2.9999999999752447e-06,150.0245058995033,1.0000009677425599
6.100225248727313,3.100004,6.000000000394579e-06,149.98646427558717,1.0000019354851197
6.500067681749422,3.099996,-1.9999999998354667e-06,149.98295132924534,0.9999993548382935
6.900279700477707,3.099997,-9.999999996956888e-07,149.99823396792928,0.9999996774191469
7.299898183123497,3.099997,-9.999999996956888e-07,150.0129532362841,0.9999996774191469
7.700029110028807,3.099998,0.0,149.96014607876825,1.0
8.100033579283254,3.100003,5.000000000254801e-06,150.03507419761235,1.0000016129042664
8.500058524974378,3.099996,-1.9999999998354667e-06,150.0117839326404,0.9999993548382935
8.899822328761694,3.100003,5.000000000254801e-06,149.9980969961991,1.0000016129042664
9.30001126424264,3.099997,-9.999999996956888e-07,149.96527077014755,0.9999996774191469
9.700071803653893,3.099996,-1.9999999998354667e-06,150.04791155741395,0.9999993548382935
10.10015926117441,3.099996,-1.9999999998354667e-06,149.95824379564044,0.9999993548382935
10.50007296269897,3.099999,1.000000000139778e-06,150.0183764841129,1.0000003225808534
10.89977085952975,3.099993,-4.999999999810711e-06,150.02027326708725,0.9999983870957336
11.30014945633739,3.099998,0.0,149.98899530237094,1.0
11.70008665724187,3.099994,-3.9999999996709334e-06,149.9774866544821,0.999998709676587
12.09995680567228,3.099999,1.000000000139778e-06,150.0307076646876,1.0000003225808534
12.50012087518208,3.099995,-2.9999999999752447e-06,149.98385810499033,0.9999990322574401
12.89967486581493,3.100025,2.700000000022129e-05,149.98912910653664,1.0000087096830386
13.30009125481353,3.099997,-9.999999996956888e-07,150.01226357179988,0.9999996774191469
13.70015623592281,3.099995,-2.9999999999752447e-06,150.01688429062017,0.9999990322574401
14.10010876159371,3.099997,-9.999999996956888e-07,149.94810007791338,0.9999996774191469
14.49990502961672,3.099997,-9.999999996956888e-07,150.03487360227822,0.9999996774191469
14.89995013198561,3.099997,-9.999999996956888e-07,149.96528202005075,0.9999996774191469
15.30003287763593,3.099998,0.0,149.88953659492316,1.0
15.70012854478824,3.099996,-1.9999999998354667e-06,150.13192211858507,0.9999993548382935
16.10032811086666,3.099998,0.0,149.98759876324917,1.0
16.49982794768675,3.100013,1.5000000000320313e-05,150.0419904031906,1.0000048387127993
16.90013764780603,3.099998,0.0,149.99655363320605,1.0
17.2998612153913,3.099998,0.0,149.9695907787534,1.0
17.70008356569545,3.099998,0.0,150.0212889766201,1.0
18.10004598379923,3.099998,0.0,150.01072556409017,1.0
18.50010684503575,3.099996,-1.9999999998354667e-06,149.9939141200503,0.9999993548382935
18.90002592926674,3.099997,-9.999999996956888e-07,149.99620653358662,0.9999996774191469
19.2999390522678,3.099994,-3.9999999996709334e-06,150.00232905615886,0.999998709676587
19.699819839098,3.099996,-1.9999999998354667e-06,149.98550531220755,0.9999993548382935
20.1003119382359,3.099995,-2.9999999999752447e-06,150.0110595166585,0.9999990322574401
20.50014200788859,3.099997,-9.999999996956888e-07,149.9364015311423,0.9999996774191469
20.89967724935492,3.099999,1.000000000139778e-06,150.07470523988266,1.0000003225808534
21.30007057209477,3.099998,0.0,149.97143401409082,1.0
21.69994277619538,3.099998,0.0,150.00751896503394,1.0
22.09993310222767,3.099999,1.000000000139778e-06,150.00888382223673,1.0000003225808534
22.50006537892581,3.100001,2.9999999999752447e-06,149.9897361478786,1.0000009677425599
22.90007447635552,3.099998,0.0,150.01026744590038,1.0
23.29981122879266,3.099998,0.0,150.00494679937194,1.0
23.69951014759127,3.099991,-6.999999999646178e-06,149.9825364662661,0.9999977419340271
24.09990979666172,3.100016,1.8000000000295557e-05,150.02757653503002,1.0000058064553592
24.50041494131926,3.100004,6.000000000394579e-06,149.9568478064915,1.0000019354851197
24.90008057919856,3.099996,-1.9999999998354667e-06,149.90225153283552,0.9999993548382935
25.29982594732843,3.10002,2.200000000041058e-05,150.1309390918971,1.0000070967787722
25.70024829169526,3.100006,8.000000000230045e-06,149.99161633475848,1.0000025806468262
26.09965831312791,3.099981,-1.699999999971169e-05,149.9998024664607,0.9999945161254944
26.50013370231177,3.099999,1.000000000139778e-06,149.99934284434397,1.0000003225808534
26.89973783768108,3.099993,-4.999999999810711e-06,149.9205984804346,0.9999983870957336
27.30004447123832,3.1,2.000000000279556e-06,150.06866788021236,1.0000006451617067
27.70002756256327,3.099999,1.000000000139778e-06,150.02181472772583,1.0000003225808534
28.10008040401292,3.099996,-1.9999999998354667e-06,149.99500363769423,0.9999993548382935
28.4997922681913,3.099993,-4.999999999810711e-06,150.01624270239716,0.9999983870957336
28.89980768559577,3.099997,-9.999999996956888e-07,149.9774031935326,0.9999996774191469
29.29979554846504,3.100007,9.000000000369823e-06,150.0010341228909,1.0000029032276796
